V1,V2,V3,V4,V5,V6,V7,V8
2.20649,-0.493707,-0.692087,-0.780522,6.10E-01,1.38E+00,1.40E+00,1.06E+00
-1.61281,-1.73276,0.0431812,-1.28432,-7.73E-01,-1.42E+00,-1.23E+00,-1.08E+00
-0.295209,-0.999433,1.36686,-0.625953,2.07E-01,2.02E-01,-1.48E-01,-5.40E-01
0.631268,0.264193,0.772151,-0.075227,-2.89E-01,-9.36E-02,-9.07E-01,-3.76E-01
-0.539879,0.70816,0.564428,0.114661,-1.37E+00,1.31E+00,-1.49E+00,7.51E-01
0.132918,0.420191,-0.153254,-1.43609,9.04E-01,8.53E-01,1.10E+00,1.30E+00
0.134771,-0.624231,1.01144,-0.173675,-8.58E-01,-1.16E+00,-1.16E+00,-6.37E-01
-1.76664,0.381705,0.923213,-0.104414,1.00E+00,9.63E-01,1.10E+00,8.23E-01
-1.73232,-0.873802,0.782321,-0.415009,7.02E-01,-9.49E-01,7.20E-01,-1.29E+00
-0.312549,-0.0943067,0.566518,-0.363163,-1.46E+00,3.60E-01,-1.37E+00,9.85E-01
-1.20225,0.561067,1.01485,0.148151,-1.56E+00,-6.73E-01,-1.02E+00,-1.17E+00
0.633982,-0.498056,0.165567,-0.588601,1.08E+00,-6.97E-01,7.76E-01,-1.07E+00
-0.712799,-0.260859,-0.798007,-1.28527,-8.76E-01,-8.39E-01,-9.15E-01,-1.33E+00
0.0503306,-0.685068,-0.542907,-1.55786,-1.08E+00,8.53E-01,-9.68E-01,1.18E+00
-1.63552,-0.812681,-0.116194,-1.10428,-1.54E+00,7.49E-01,-8.61E-01,5.88E-01
1.72738,-0.548405,0.503397,0.0460933,-1.21E+00,9.14E-01,-8.32E-01,9.33E-01
-1.39507,0.933805,0.981959,-0.259851,6.22E-01,1.01E+00,1.40E+00,7.78E-01
-0.925896,1.3658,1.40441,0.27231,4.37E-01,-1.94E-01,-1.11E-01,3.05E-01
1.19345,-0.289699,0.0388479,-1.62497,-7.16E-01,-1.06E+00,-5.47E-01,-1.17E+00
-1.75801,0.648796,1.23816,-0.209765,2.78E-01,1.26E-01,2.10E-01,8.29E-02
-0.494464,-0.0253465,-0.235554,-1.45197,4.87E-01,6.83E-01,-5.41E-02,1.68E-01
-0.116762,-0.469859,1.14113,0.0934341,8.93E-01,-6.69E-01,1.37E+00,-6.74E-01
0.182169,1.01399,0.812333,0.297641,-5.85E-01,3.81E-01,-8.75E-01,4.97E-01
-0.917359,1.33403,-0.400242,-0.845364,-8.51E-01,-1.20E+00,-7.81E-01,-9.04E-01
0.0524129,-0.792357,-0.270787,-0.799065,8.02E-01,8.46E-01,6.95E-01,9.77E-01
0.0978143,-0.22011,0.895611,-0.406017,-6.09E-01,6.49E-01,-8.72E-01,8.54E-01
1.21726,-0.765907,1.13231,0.0536379,-6.82E-01,1.29E+00,-7.53E-01,2.43E-01
-0.076605,-0.664237,-0.166093,-0.899124,-8.17E-01,8.61E-01,-1.08E+00,1.56E+00
-1.11379,0.0587476,0.0135339,0.0282616,7.06E-02,-3.61E-01,-5.16E-01,1.78E-01
-0.0267058,2.20656,-0.0401512,-1.36947,9.48E-01,8.47E-01,1.42E+00,1.31E+00
0.429743,-0.998845,1.20179,0.0779497,-1.70E-01,3.92E-02,8.22E-02,2.22E-01
0.0957632,0.449022,-0.0280035,-0.730773,8.74E-01,-1.24E+00,3.51E-01,-6.57E-01
0.723226,0.273147,0.238332,-1.19488,-1.30E+00,-8.30E-01,-1.21E+00,-1.15E+00
-0.741489,0.793741,0.502651,-1.08706,9.33E-01,7.26E-01,4.96E-01,7.33E-01
-1.21172,0.00266885,1.22831,0.0365025,1.25E+00,9.25E-01,1.01E+00,1.15E+00
1.04828,0.423193,-0.145263,-1.09838,1.11E+00,1.44E+00,1.48E+00,9.22E-01
-0.665944,-1.89158,0.0414215,-0.63862,-4.42E-01,-1.30E+00,-1.14E+00,-1.01E+00
0.692097,-0.905103,0.226285,-0.281253,6.62E-01,7.81E-01,8.85E-01,1.03E+00
0.332169,-0.279615,-0.30211,-0.8383,-3.60E-01,1.53E+00,-4.59E-01,1.16E+00
-0.525212,0.874548,1.25906,-0.241426,-1.79E-01,1.71E-01,4.33E-02,-6.46E-03
0.72483,-0.562986,0.128864,-1.40646,-1.69E+00,7.53E-01,-8.78E-01,1.18E+00
-0.463221,-0.484687,0.30208,-0.854596,1.09E+00,9.99E-01,9.89E-01,9.75E-01
-0.807835,1.02128,0.460968,-0.948653,-9.96E-01,3.47E-01,-6.99E-01,1.26E+00
1.31588,0.741084,0.765916,0.436211,7.17E-01,-5.19E-01,1.07E+00,-1.04E+00
1.60604,1.79581,1.33858,0.1488,3.02E-01,6.52E-01,-5.12E-02,-1.19E-01
-0.835509,0.210451,-0.240471,-0.685436,9.97E-01,-1.10E+00,1.28E+00,-8.64E-01
1.75847,-0.553109,-0.211425,-0.779391,-5.09E-01,2.46E-01,-5.32E-01,-3.18E-01
0.582895,0.613893,-0.424848,-0.576814,1.50E+00,5.75E-01,1.59E-01,6.43E-01
1.83029,0.616212,0.955709,0.339544,-8.20E-01,-1.00E+00,-9.48E-01,-1.66E+00
-0.361349,0.0875015,-0.255814,-0.878304,8.90E-01,1.28E+00,1.09E+00,1.25E+00
-0.584455,0.602022,0.876934,0.414655,-1.12E+00,9.41E-01,-1.38E+00,8.68E-01
-0.0421905,-0.762461,0.225145,-1.22932,4.47E-02,-4.38E-01,-4.51E-01,-2.60E-01
-0.800111,-0.799684,0.0751361,-0.808326,-9.25E-01,-8.35E-01,-6.60E-01,-6.69E-01
0.350443,2.448,0.661952,-0.219203,-7.42E-01,1.19E+00,-8.04E-01,1.17E+00
1.33159,0.715279,1.03356,-0.202711,-6.78E-01,-1.34E+00,-1.27E+00,-1.04E+00
-0.0553915,-1.73187,0.712856,-0.404527,1.06E+00,6.37E-01,9.27E-01,1.46E+00
0.192936,0.00402491,0.699901,0.502196,-1.33E+00,-9.29E-01,-8.82E-01,-8.31E-01
1.30849,2.66258,1.12788,0.203072,-9.82E-01,9.47E-01,-1.18E+00,8.68E-01
-0.0227824,2.83254,0.166664,-0.868143,-1.21E+00,-5.71E-01,-6.98E-01,-9.93E-01
0.472639,0.0756589,0.601808,-0.908786,-1.37E+00,1.14E+00,-7.64E-01,1.32E+00
0.991434,-1.50599,0.68782,-0.0946809,5.08E-01,7.80E-01,1.64E+00,9.73E-01
-1.34593,-0.125154,0.201602,-1.18608,4.53E-01,1.09E+00,1.23E+00,5.02E-01
0.374099,0.923321,0.300141,-1.17598,-1.35E+00,1.03E+00,-9.12E-01,1.27E+00
-2.24287,0.289527,-0.0373303,-0.684048,-1.02E+00,-7.35E-01,-7.41E-01,-1.19E+00
-0.287708,0.141549,-0.135085,-1.42577,1.07E+00,-4.20E-01,1.37E+00,-8.53E-01
-0.511897,-1.17275,-0.520158,-1.49218,7.53E-01,-9.23E-01,7.87E-01,-1.05E+00
0.660624,-0.965911,0.822773,0.291591,1.01E+00,1.23E+00,1.18E+00,8.91E-01
0.12675,0.253093,1.39095,0.0385609,-1.55E+00,-4.69E-01,-6.77E-01,-8.85E-01
-1.45128,-0.294343,0.100363,-0.952631,-5.76E-01,-5.48E-01,-7.55E-01,-8.06E-01
-0.0592934,0.478315,1.3975,0.0615998,-7.73E-01,1.15E+00,-1.11E+00,1.28E+00
-1.30876,0.572325,1.15054,-0.0168298,8.82E-01,-1.19E+00,8.99E-01,-9.66E-01
-0.131063,-1.15865,1.63504,-0.483264,5.35E-01,1.13E+00,7.17E-01,1.07E+00
-0.0824101,-2.17,-0.384242,-0.501504,6.38E-02,4.01E-01,4.89E-01,4.89E-01
1.0712,0.904246,0.883802,-0.0906908,1.20E-01,-3.58E-01,-4.92E-01,1.88E-01
0.411707,1.02966,0.310067,-1.24259,-1.55E-01,4.43E-02,2.31E-02,3.02E-01
-0.351349,0.332841,0.266854,-0.53772,-9.82E-01,8.19E-01,-6.85E-01,3.23E-01
1.03186,0.792955,-0.0893537,-1.29467,-1.37E+00,-1.21E+00,-7.89E-01,-9.53E-01
0.046349,1.06826,0.878358,0.130182,-6.06E-02,-2.50E-01,5.20E-01,5.72E-02
0.127639,0.524215,0.150396,-0.325028,1.06E+00,1.35E+00,1.30E+00,9.44E-01
2.34514,-0.91511,-0.0014525,-0.4757,-1.29E+00,-1.30E+00,-8.78E-01,-8.55E-01
0.815116,1.31708,1.14898,0.30364,1.37E+00,1.36E+00,8.84E-01,9.09E-01
-1.7061,0.417193,0.733406,-0.040743,-6.42E-01,1.03E+00,-1.00E+00,1.02E+00
0.418891,0.125112,-0.214933,-1.15188,-8.19E-01,-5.00E-01,-1.11E+00,-1.23E+00
0.351623,-1.26082,0.983394,-0.0791812,1.01E+00,1.15E+00,1.02E+00,9.18E-01
-0.217363,0.227169,0.766545,0.521032,-5.91E-01,-1.26E+00,-7.02E-01,-8.03E-01
0.126145,0.625582,1.19006,-0.182645,8.30E-01,1.14E+00,3.53E-01,1.40E+00
0.62325,0.0506635,1.29362,0.672268,3.13E-01,1.08E+00,3.95E-01,8.38E-01
0.669622,-1.64298,0.916306,0.15895,-8.43E-01,6.20E-01,-8.56E-01,1.90E+00
0.256586,1.43714,1.10975,0.389348,-1.42E+00,-8.88E-01,-6.75E-01,-1.04E+00
-0.315701,0.470432,0.857447,0.381886,5.86E-01,-1.56E+00,1.64E+00,-9.68E-01
1.08523,0.356939,0.969034,0.12318,-1.22E+00,8.40E-01,-8.93E-01,9.28E-01
0.614278,0.399168,-0.0198346,-1.12675,1.09E+00,-9.66E-01,1.12E+00,-1.14E+00
0.600537,1.01354,0.253197,-0.897107,1.14E-01,1.96E-01,1.06E-01,-1.45E-01
0.193801,0.543235,-0.00552872,-1.09699,-7.15E-02,5.76E-01,-9.00E-01,1.35E+00
-0.970913,1.39145,0.36083,-0.976022,7.31E-01,1.16E+00,1.03E+00,1.06E+00
-0.0202226,0.768182,0.22314,-0.822355,-2.57E-01,-2.32E-01,2.13E-01,5.54E-03
-3.31767,0.89528,-0.504962,-0.896786,-4.08E-01,-8.57E-01,-1.02E+00,-1.26E+00
-1.07262,-0.495188,1.15385,-0.0978955,7.04E-02,1.38E-01,-1.81E-01,-2.42E-01
-1.65517,-0.693873,1.49455,-0.465004,-1.00E+00,-1.22E+00,-1.39E+00,-6.76E-01
0.0353187,0.891432,1.11949,-0.376732,-1.25E+00,2.79E-01,-1.45E+00,3.39E-01
-1.0797,-0.12307,0.064943,0.193336,1.18E+00,-8.74E-01,1.43E+00,-1.06E+00
-1.32217,0.123928,-0.0490197,-1.04689,-8.69E-01,2.28E-01,-1.19E+00,1.10E+00
1.64366,-0.0590598,-0.461076,-1.16868,-1.54E+00,-1.04E+00,-1.05E+00,-1.14E+00
1.94064,-1.04213,-0.251031,-0.516181,-1.00E+00,-8.42E-01,-1.07E+00,-1.15E+00
2.14531,-1.77072,-0.634961,-1.06452,-8.75E-01,6.44E-01,-1.38E+00,1.48E+00
0.833225,-0.248344,0.544008,-0.0649599,-7.67E-01,9.54E-01,-6.25E-01,1.07E+00
-0.822368,-1.58655,-0.110531,-0.853364,2.98E-01,1.42E-01,-3.43E-01,-2.23E-01
0.732319,-1.04392,0.83515,-0.329571,1.46E+00,-9.49E-01,1.00E+00,-9.61E-01
-0.465293,-0.171417,1.09334,-0.323508,-1.26E-01,4.22E-03,-3.00E-01,-2.46E-01
-0.0628955,1.61585,0.419116,0.0566336,9.96E-01,-7.29E-01,8.41E-01,-8.79E-01
0.41522,-0.669889,1.2956,0.230076,-7.51E-01,-8.76E-01,-1.18E+00,-1.40E+00
0.261251,0.436093,0.776898,-0.0477037,-6.67E-01,1.75E+00,-1.85E+00,6.82E-01
-0.883941,1.01189,-0.0385697,-0.743909,9.51E-01,-1.37E+00,9.07E-01,-1.26E+00
-0.859842,-0.685639,0.0531475,-1.30695,9.84E-01,-1.18E+00,8.93E-01,-7.90E-01
0.921203,1.13929,0.765211,-0.0331168,-8.25E-01,1.25E+00,-1.12E+00,5.93E-01
-2.0012,0.460565,0.599722,-0.404015,-8.39E-01,-1.09E+00,-5.10E-01,-8.29E-01
0.756622,-0.729399,1.24292,0.323979,1.21E+00,5.51E-01,1.76E+00,1.53E+00
-1.18977,-0.187368,0.320902,0.112506,8.06E-01,1.05E+00,1.01E+00,1.19E+00
-0.42228,0.604002,0.772639,-0.0150252,-1.47E+00,9.46E-01,-2.10E-01,7.38E-01
-0.624823,1.14008,-0.425756,-0.908964,-5.88E-01,9.00E-01,-4.93E-01,7.57E-01
0.175839,0.737675,0.454255,-0.930694,6.28E-01,-6.13E-01,7.43E-01,-1.39E+00
-0.15785,0.141235,0.714845,-0.139199,2.09E-01,-2.01E-01,-3.87E-01,5.85E-02
-1.18982,0.933382,0.0149056,-1.48055,-1.04E+00,1.09E+00,-1.50E+00,1.05E+00
0.905348,-0.0109778,0.949536,0.113373,-8.04E-01,5.42E-01,-1.26E+00,9.35E-01
-1.83554,0.201939,1.32949,-0.0413518,-1.86E-01,-4.06E-02,5.57E-01,-2.99E-01
-0.428181,1.82927,0.579301,-0.0921205,-1.16E+00,-1.48E+00,-1.43E+00,-1.15E+00
0.272979,0.806508,0.355564,-0.309949,6.01E-01,8.93E-01,6.41E-01,1.45E+00
1.21478,1.00828,-0.255434,-1.10145,-1.23E+00,-1.14E+00,-9.67E-01,-7.99E-01
0.301573,2.11859,-0.407747,-1.16605,-1.22E+00,9.82E-01,-1.10E+00,5.31E-01
-0.209436,-0.294684,0.0530614,-1.20224,1.02E+00,1.09E+00,8.10E-01,8.91E-01
-0.50753,-0.359044,0.0895005,-0.932565,-8.28E-01,9.87E-01,-7.50E-01,9.61E-01
1.43867,-1.0036,0.418819,-0.647244,-6.32E-01,-8.00E-01,-7.52E-01,-1.02E+00
1.4826,0.423442,0.342494,-0.617753,1.18E+00,5.11E-01,3.64E-01,4.48E-01
-0.25334,1.38644,0.709921,-0.519519,-6.67E-01,8.92E-01,-1.18E+00,1.22E+00
-0.347228,0.760696,0.324777,-0.889599,-6.45E-01,6.67E-01,-8.16E-01,1.42E+00
0.577782,-1.1037,-0.0112428,-1.07308,-9.65E-01,-1.16E+00,-1.17E+00,-7.62E-01
0.669421,-0.337662,0.220923,-1.1158,1.19E+00,-1.00E+00,1.25E+00,-1.20E+00
0.230827,-1.80263,-0.121992,-1.02378,1.78E-01,-4.74E-02,-4.53E-01,-3.16E-02
-0.214578,-0.194789,-0.08748,-0.210983,1.70E+00,1.04E+00,1.16E+00,1.10E+00
-0.806702,0.591126,0.277233,-0.719902,-8.46E-01,-1.11E+00,-1.32E+00,-1.15E+00
0.842225,0.203581,1.19503,0.546282,-6.75E-02,-2.40E-01,1.94E-01,5.30E-02
-0.683122,-0.659017,-0.403652,-2.01769,-6.05E-01,5.13E-01,-9.46E-01,1.21E+00
0.836734,-0.169188,0.152587,-0.522272,6.84E-01,-1.83E+00,1.20E+00,-3.57E-01
0.969857,0.188445,0.701992,0.612622,-1.15E+00,-7.64E-01,-1.17E+00,-1.35E+00
1.28479,1.35661,-0.514217,-0.95223,-2.80E-01,-2.82E-01,-2.77E-01,1.95E-01
-0.278321,0.309992,-0.0246432,-1.45747,-1.05E+00,-7.31E-01,-1.06E+00,-1.25E+00
0.6993,0.31917,0.328119,0.12045,-1.04E+00,7.26E-01,-9.02E-01,9.57E-01
-0.173136,1.18008,-0.316293,-1.82768,-7.05E-01,-6.89E-01,-9.52E-01,-1.30E+00
0.660232,-0.350872,0.804503,0.151445,1.03E+00,7.02E-01,9.00E-01,7.36E-01
-0.591312,0.299839,-0.0160197,-0.933436,1.37E+00,-5.51E-01,9.34E-01,-8.47E-01
-0.0751408,-0.0997089,0.00726429,-1.13044,1.72E-01,-3.39E-01,-6.38E-02,2.74E-01
-1.87585,1.39712,0.457892,-0.572957,-1.69E+00,9.46E-02,-1.13E+00,1.11E+00
2.3547,1.53104,1.07368,-0.00989894,1.28E+00,9.83E-01,1.26E+00,4.52E-01
-1.13048,-1.9413,0.460851,-0.240676,3.53E-01,-2.85E-01,2.03E-01,3.02E-01
-0.988654,0.47469,-0.207993,-1.07815,1.17E+00,1.27E+00,8.73E-01,1.03E+00
-0.0505483,1.34512,0.205049,-0.999067,-4.53E-01,-1.02E-01,3.31E-01,2.48E-01
-2.3673,0.396977,-0.621457,-0.954629,-2.22E-01,1.03E-01,2.02E-01,3.23E-01
0.477598,-0.789479,0.443239,-1.08253,5.43E-01,-7.23E-01,1.26E+00,-1.03E+00
-1.36513,-1.17058,-0.187783,-0.858302,1.06E+00,-1.27E+00,1.11E+00,-9.23E-01
-0.873084,0.428866,-0.0485674,-1.36803,-4.70E-01,-6.62E-01,2.06E-02,-4.67E-01
-1.83855,1.93325,-0.083382,-0.590877,1.10E+00,1.20E+00,1.00E+00,7.70E-01
0.355186,0.738272,0.981509,-0.429821,1.06E+00,6.28E-01,1.07E+00,9.73E-01
-3.2044,1.46271,0.916953,0.337172,-8.75E-01,-1.18E+00,-6.86E-01,-1.01E+00
-0.237004,0.0572852,1.04259,-0.0957985,-1.07E+00,8.27E-01,-7.51E-01,8.53E-01
-0.969398,-0.71965,-0.428303,-0.89412,-1.02E+00,6.50E-01,-1.20E+00,1.23E+00
-0.301631,-0.557901,0.273685,-0.628102,-1.00E+00,6.15E-01,-8.02E-01,9.65E-01
0.324747,0.100498,0.829206,0.0809713,-3.47E-01,-1.20E-01,-7.04E-02,-7.66E-01
0.776768,1.46927,-0.22182,-1.15384,-6.25E-01,9.88E-01,-1.10E+00,1.39E+00
-0.809978,0.0336601,0.421783,-1.14351,-1.26E+00,-8.73E-01,-3.97E-01,-1.15E+00
0.848175,-0.0137226,0.914212,0.449073,1.25E+00,-1.21E+00,8.31E-01,-1.01E+00
0.970168,0.451046,1.15001,-0.429539,1.17E+00,-4.51E-01,1.43E+00,-1.29E+00
-0.445302,-2.42992,0.0821705,-1.06293,-4.84E-01,9.93E-01,-1.32E+00,5.27E-01
1.10734,-1.33779,1.08925,0.0132067,1.20E+00,-7.93E-01,1.29E+00,-1.70E+00
0.423432,-0.38174,0.447079,-0.143392,-1.58E+00,-9.43E-01,-1.12E+00,-9.51E-01
-1.58494,0.0211477,0.199011,-1.31136,-1.23E+00,-5.44E-01,-9.29E-01,-9.66E-01
0.224938,-0.201742,0.874275,0.119132,3.17E-01,1.53E-01,1.56E-01,4.08E-01
-1.38257,-0.248757,-0.386919,-0.822922,1.05E+00,8.79E-01,5.11E-01,1.14E+00
-0.366712,-0.995206,-0.271661,-0.920488,3.98E-02,-1.57E-01,-1.15E-01,1.90E-02
1.31608,0.521844,1.33009,0.389407,1.09E+00,-1.25E+00,8.66E-01,-1.21E+00
-0.424921,-0.176442,0.823231,-0.13454,-2.37E-01,-2.96E-02,-4.36E-01,-2.84E-01
1.18832,-0.245745,0.13572,-0.515561,-9.53E-01,-8.36E-01,-9.57E-01,-9.61E-01
1.99056,1.05353,0.209061,-1.01937,9.82E-01,-1.05E+00,7.98E-01,-1.44E+00
0.788401,-1.04347,-0.0308288,-1.05469,9.79E-01,-9.58E-01,9.71E-01,-8.79E-01
2.05768,-0.0817712,-0.229529,-1.596,-1.08E+00,-1.11E+00,-1.00E+00,-1.02E+00
-0.38822,0.393571,-0.316659,-0.821316,2.61E-01,-4.41E-02,9.84E-02,-4.09E-01
-1.73623,-2.16613,1.13685,-0.107274,4.14E-01,-2.15E-01,-3.96E-01,5.10E-01
0.840032,0.137087,-0.368669,-0.733482,1.18E+00,1.28E+00,1.54E+00,6.41E-01
0.38839,0.701208,0.266525,-1.3334,-1.54E-01,-3.24E-02,8.74E-02,-5.33E-02
-1.37223,0.446114,1.22531,-0.269734,-3.96E-02,3.25E-01,-2.45E-01,4.35E-01
0.476068,0.0755769,-0.364891,-1.03293,-5.69E-01,1.36E+00,-1.20E+00,1.15E+00
-0.510155,0.0497235,-0.00680068,-1.45732,1.08E+00,-1.09E+00,3.90E-01,-9.63E-01
1.98161,-0.136712,1.0132,-0.0952387,-9.31E-01,1.04E+00,-1.22E-02,8.49E-01
0.092707,0.984322,-0.360973,-0.646591,-8.50E-01,-3.66E-01,-8.49E-01,-1.37E+00
-0.719046,-1.44255,1.34358,0.103948,-1.17E+00,-6.41E-01,-1.49E+00,-2.10E-01
0.242876,-2.27042,1.16278,0.214782,6.89E-01,-5.95E-01,7.36E-01,-3.36E-01
-1.37785,-0.181546,0.698406,0.0304221,-2.16E-01,-1.52E-01,-2.15E-01,5.77E-02
-0.344331,0.769911,0.453048,-1.4858,9.83E-01,-8.77E-01,1.22E+00,-1.05E+00
-0.767286,-1.17577,0.00862687,-0.834111,-9.08E-01,1.04E+00,-5.58E-01,1.01E+00
0.39921,0.754389,1.13416,-0.184836,-8.51E-02,-1.60E-01,-1.61E-01,6.24E-02
0.846717,-0.0432913,0.240732,-0.913298,-8.80E-01,-5.35E-01,-9.12E-01,-1.03E+00
0.734216,-0.862717,-0.2357,-1.16868,-1.28E+00,-1.14E+00,-1.04E+00,-6.84E-01
0.966594,0.71737,-0.398401,-0.93056,-8.08E-01,-7.50E-01,-9.92E-01,-4.06E-01
-0.385477,1.56021,1.20813,-0.047872,1.15E+00,-5.22E-01,9.88E-01,-5.87E-01
1.17375,0.22354,0.780202,-1.05359,-3.01E-01,-4.11E-01,5.08E-02,-2.74E-01
2.20489,-0.452089,0.897832,-0.390966,1.29E+00,7.81E-01,7.71E-01,5.66E-01
1.08244,-0.708094,-0.207517,-1.04682,-1.37E+00,9.27E-01,-1.01E+00,1.10E+00
0.529442,-0.322207,-0.18819,-0.539801,8.93E-01,1.16E+00,1.05E+00,9.23E-01
-2.43421,0.0348805,1.13044,0.162028,-9.57E-01,9.10E-01,-1.63E+00,1.72E+00
0.21373,1.11414,0.407826,-0.791178,1.01E+00,-1.18E+00,4.16E-01,-1.10E+00
-0.104877,-0.990424,0.583815,-0.707085,-6.23E-01,-1.26E+00,-8.69E-01,-5.29E-01
1.64786,2.99919,-0.443939,-0.959594,1.24E+00,1.14E+00,1.23E+00,7.34E-01
-0.706026,1.80556,-0.178408,-0.987083,-1.01E+00,8.05E-01,-1.10E+00,4.38E-01
1.22441,-1.06762,-0.669461,-1.0303,6.28E-01,-7.96E-01,1.23E+00,-7.21E-01
-1.03022,1.8539,-0.0776716,-0.486553,3.67E-01,-2.00E-01,-1.02E-01,-1.51E-01
-0.663962,0.152562,1.55713,0.124402,2.18E-01,5.51E-01,3.20E-01,1.89E-01
-1.19188,1.7248,1.1188,-0.327918,3.94E-01,7.05E-01,9.44E-01,1.15E+00
-1.41773,-0.438196,0.196939,-0.980245,3.05E-01,-2.09E-01,-4.44E-01,-2.22E-01
0.18942,0.0447747,-0.0911221,-1.03162,1.39E+00,1.18E+00,1.16E+00,1.12E+00
0.701589,1.94636,1.51325,0.424325,9.97E-01,1.00E+00,7.49E-01,8.23E-01
-0.727464,1.27272,0.908214,-0.131542,-8.99E-01,-5.66E-01,-1.06E+00,-5.01E-01
0.709196,1.28806,0.109262,-0.395885,1.47E+00,-7.66E-01,1.65E+00,-1.15E+00
-0.447063,0.73662,1.06842,0.060444,-9.18E-01,1.01E+00,-8.04E-01,1.22E+00
-0.852407,-1.12473,1.02672,-0.038746,-2.21E-01,-8.79E-01,-8.18E-01,-9.56E-01
-1.70889,0.00472796,0.130777,-1.26636,1.37E+00,-1.12E+00,7.35E-01,-1.16E+00
-0.0531161,0.141558,0.975757,-0.211158,-1.24E+00,6.63E-01,-1.32E+00,1.14E+00
-2.20278,0.540348,0.736252,-0.0693305,2.42E-01,1.98E-01,2.34E-01,4.52E-01
0.169802,1.06699,-0.354631,-1.21485,-1.97E-01,3.25E-02,2.41E-01,7.97E-02
-1.24434,0.097794,1.0682,0.484275,1.01E-01,4.05E-01,-3.45E-02,-3.32E-02
-0.19025,0.424936,0.304715,-0.671406,1.50E-01,-1.09E-01,-1.35E-02,5.01E-01
0.0289165,-0.400257,1.14809,0.146105,2.88E-01,5.01E-01,-2.18E-01,-3.41E-01
0.255941,0.474453,1.00938,-0.0276336,9.07E-01,9.30E-01,1.52E+00,1.21E+00
-0.635867,1.57391,0.0148589,-1.49595,-9.39E-01,1.07E+00,-1.04E+00,1.14E+00
0.510714,0.414298,0.304808,-1.09206,2.28E-03,3.89E-01,3.41E-02,2.45E-01
1.2466,0.52479,1.25126,0.588264,6.16E-01,-1.22E+00,2.95E-01,-8.15E-01
0.98739,0.12512,0.259236,-1.45194,4.61E-01,6.51E-01,2.30E-01,4.69E-01
0.609776,-0.73511,1.38504,0.179384,8.21E-01,5.44E-01,1.13E+00,9.88E-01
1.41562,0.182929,1.4113,-0.152953,-9.02E-01,9.99E-01,-1.01E+00,8.53E-01
0.972453,-1.43292,1.39454,-0.0970372,-1.41E+00,1.16E+00,-1.48E+00,1.15E+00
-0.685464,0.27618,-0.13051,-0.802695,1.01E+00,-1.21E+00,1.21E+00,-1.23E+00
-0.888451,-1.11043,-0.0136843,-0.888413,2.60E-01,-1.33E-01,-1.04E-01,-3.20E-03
1.82467,-1.67995,0.0535861,-0.765496,-7.38E-01,-1.70E+00,-8.80E-01,-1.15E+00
0.503927,0.188331,-0.217552,-0.761278,-1.16E+00,1.03E+00,-9.83E-01,1.06E+00
-0.680185,-0.161492,-0.146984,-0.909015,-9.26E-01,-7.37E-01,-1.04E+00,-1.45E+00
1.35017,-1.16119,-0.00150745,-0.708524,9.48E-01,-7.18E-01,7.67E-01,-7.72E-01
0.232195,0.25467,0.0564341,-1.07571,-3.67E-01,1.15E+00,-7.24E-01,7.61E-01
-0.867104,-0.522341,0.78859,0.282978,7.75E-01,1.01E+00,2.25E-01,6.54E-01
-0.926826,-0.490815,0.286044,-0.760641,1.25E+00,1.16E+00,9.62E-01,9.18E-01
1.47525,1.24403,0.960136,-0.0893373,1.51E+00,7.62E-01,6.86E-01,6.75E-01
-0.57732,0.961921,-0.327038,-1.0932,-1.11E+00,-1.27E+00,-1.04E+00,-1.16E+00
1.28274,0.947706,1.12586,0.27733,-7.55E-01,6.69E-01,-1.01E+00,7.95E-01
-0.909645,1.42974,0.247565,-1.40453,-1.57E+00,-1.17E+00,-1.15E+00,-6.21E-01
-0.144975,1.44148,0.317387,-0.818434,-5.31E-01,6.82E-01,-5.00E-01,5.56E-01
-0.686216,0.547944,0.749167,0.192663,-9.15E-01,1.25E+00,-1.31E+00,1.29E+00
0.272718,0.126255,-0.431656,-0.75961,8.13E-01,-1.04E+00,9.42E-01,-1.41E+00
-2.31565,-0.0148435,1.00397,-0.0365835,1.17E+00,-5.35E-01,4.89E-01,-9.56E-01
0.192573,0.43545,-0.0892264,-0.933899,-1.24E+00,-1.38E+00,-1.21E+00,-6.00E-01
0.0189823,-1.0246,0.00852253,-1.11942,-7.84E-01,-3.10E-01,-6.91E-01,-5.35E-01
-1.89494,0.124012,-0.100662,-1.18228,5.68E-01,-9.32E-01,6.91E-01,-1.20E+00
0.562521,-0.631211,0.305003,-1.09921,-6.00E-01,1.25E+00,-1.15E+00,1.05E+00
0.0147222,-0.00604844,1.19979,-0.760366,8.53E-01,-9.09E-01,1.74E+00,-1.56E+00
2.26508,-0.305206,-0.245582,-1.43355,-8.71E-01,-1.41E+00,-1.16E+00,-4.35E-01
0.45684,-0.0547498,0.934138,-0.325211,1.25E+00,-9.28E-01,8.61E-01,-1.34E+00
-0.748853,0.261442,1.07942,-0.498555,-1.37E-01,2.77E-01,3.98E-01,-2.86E-01
1.00678,0.828615,0.986289,0.0661523,-1.53E+00,-1.28E+00,-1.69E+00,-1.09E+00
-0.530858,-1.11872,1.49818,-0.424981,1.14E+00,-8.35E-01,8.45E-01,-1.72E+00
-1.3253,-1.01906,0.748261,0.297036,1.61E+00,-1.28E+00,1.03E+00,-1.04E+00
